,Speed,Degrees,Acceleration,M0C,M1C,Lat,Lon
0,0.43768948416522097,0.987496230236407,-1.9021739808511298,-2.4215998079453325,-0.23641776883660762,-1.7830358856933377,0.14413343480533897
1,1.2062169318656633,0.9696817486001271,0.29048767708550555,0.6278752273407211,-0.34234166697620233,-1.7692551608873202,0.14583381493143116
2,0.7611774356742772,1.020455141958672,0.0981827904524764,-0.8390568213534685,-1.1613982997056318,-1.7746598752797298,0.1431786927568582
3,0.2600392764336811,1.0102714001484385,-1.0368509654230806,2.24710160584004,0.014965891254623586,-1.7639518592259342,0.12637911527733867
4,0.4244134034504419,1.0083212521988123,-0.3296275939457648,-0.2811907922313032,0.25978947104817396,-1.7565450130126508,0.12904508592249064
5,1.0904474845469676,1.006514799380473,0.42933168242408265,-0.8655081960884519,-0.23459263673246944,-1.7441931257202257,0.11160393318823132
6,1.32733871811317,0.9876667733249752,1.236657502903631,-0.3483158168807727,1.2387828647745263,-1.739796759461493,0.11596810940781647
7,1.0023784516709446,0.9677131147771441,0.2610918947033096,0.46184576033337266,0.8842468345365988,-1.7272134916159303,0.10352543064485692
8,1.2535323201752675,0.995127202144824,0.9320468834752185,0.8714726435558663,-0.16368391558803633,-1.739441577178592,0.11085784095195365
9,1.1624790733703148,0.9384662614047042,-0.5068062316521367,-0.7614204292039959,-0.1236577076136378,-1.713474451170694,0.10377207303047181
10,0.8702783553767733,0.9670557644769947,-0.2614258748859197,-0.99211074914535,-0.7989573351513573,-1.7075711821713557,0.10291020890371101
11,0.32659220883976936,1.0372904890174484,-0.44137479224086046,-0.5124558233488775,1.362182330429969,-1.6963760330691173,0.08722929223650325
12,0.7666531007769739,1.0030277407393644,1.187691169035023,1.0683343607813687,-1.4527475918144068,-1.6909796718962615,0.08789068479809392
13,1.2924529733820245,1.0020699990535724,1.0069486649171426,-0.6833080955048529,-1.341165252795263,-1.6815033308128688,0.0800410509762205
14,0.8934646464917054,1.0165187681996433,1.0814751703642183,-0.6582115428960088,0.8284021286598705,-1.6709196284185308,0.07341249689153988
15,1.267459188005122,1.1388207350718298,1.6939905840706913,-0.2770740720009579,0.4058865683053164,-1.6796544964043143,0.07292038158710748
16,0.9505774115804219,1.0218240688884621,1.1662048760504464,0.6658652289307697,1.1238779365184441,-1.6696642368021073,0.07937641066733281
