,Speed,Degrees,Acceleration,M0C,M1C,Lat,Lon
0,0.05056215204774511,245.8314547056288,-1.1869477492024665,0.12620579715298852,0.21738538119646536,45.35966937379108,11.020595718200093
1,0.08763514115094512,250.34944955946645,0.5892304407656,-0.03570517864532165,-0.5422152123609987,45.35971375564025,11.020581679250508
2,0.9169598863923887,240.713639529891,0.580253304465016,0.5501629798560848,-0.24841435788914856,45.35978822724423,11.020558100211037
3,0.9101312232543277,247.84065490754858,0.13998746909538298,0.0032746314959559994,0.5330391366075119,45.35983828748493,11.020544605628103
4,0.36325419031898076,251.93906613278997,-0.7465727162634,-0.9393008258985336,-0.0059807134420239915,45.359890238625695,11.020527496237433
5,0.5839364546398861,243.4281698014068,1.9019036839313819,-0.08324429204200144,0.3430880510641804,45.35994510883604,11.020509062958924
6,0.6025574273320013,251.19126760667433,-0.7787643414936579,0.5400489046182166,0.6782913526176587,45.359999804088424,11.020495227053402
7,0.2622793702709796,245.27712341997844,-0.5166762806370295,0.07105210839259654,-0.2155342060422942,45.3600498902564,11.020473436439945
8,0.31065268629046394,239.4718535788104,1.192336019284024,0.26584350781860816,-0.303248525436989,45.36010477300788,11.020459260708385
9,0.5120703199650986,247.32618794717774,0.9386670284339368,-0.21200236853423887,0.09900650489678399,45.36015856074921,11.020443480082445
10,0.41577055911745975,243.1070401104788,-0.7785268177367121,-0.3337799174043614,0.928416214342881,45.36022013428054,11.020427183187312
11,0.6074405917037755,253.9036228068096,-0.09406127940587644,-0.9050300940793624,-0.6658107193012044,45.3602803803116,11.020408414350376
12,0.7237155098577785,244.988869370889,-0.6086062379037391,-0.5960497892867109,-0.5061388137966518,45.36033273538386,11.020389583448617
13,0.10733661824743251,248.82559241541054,0.619752874405811,-0.6073147442610533,0.6613604464502068,45.36038977971152,11.020370459657023
14,0.059180051986819304,244.5674825588461,-1.369456023729202,0.3793670749360306,-0.26837420942260587,45.360440718373425,11.020358086565766
15,0.5033361554795112,247.76988800281993,-0.6252663989163763,-1.496831853183065,0.8543356955637164,45.36049618025509,11.020343207282318
16,0.0950174466080504,239.9252617857095,-0.4321923506223574,-0.38274710906004894,0.21427937189280935,45.36054746444231,11.020324779217736
17,0.21465620293230947,244.2696212987322,0.17432094031609227,-0.4724736982866669,-0.7058860973552767,45.36060190390887,11.020307910251864
18,-0.1204346694093904,249.06712450874096,-0.1328071382173035,-0.3483750080628062,0.4392259123613775,45.36065515986928,11.020290803739227
19,0.25442216409409635,236.6830008786177,-0.8750849977057195,-0.18139703015403832,-0.20549066056337142,45.36071530734798,11.020272060269754
20,0.18321807193190803,238.21639684065667,-1.2777573082811986,-0.23969117323671274,0.430665516996118,45.36076363186981,11.020254972412724
21,0.580602756213823,245.44671515666795,0.49684297502696645,0.11254912689109907,1.0052752518392332,45.36082116983395,11.020239612999886
22,0.14396384168927573,247.9344009587586,0.8137734835089335,-0.3521316797269847,-0.10366892387288178,45.36088676504816,11.02022305042917
